,day,count
6329,20051107,2
6330,20051108,2
6331,20051109,6
6332,20051110,2
6333,20051111,3
6334,20051112,5
6335,20051113,2
6336,20051114,6
6337,20051115,2
6338,20051116,5
6339,20051117,3
6340,20051118,2
6341,20051119,5
6342,20051120,4
6343,20051121,4
6344,20051122,1
6345,20051123,2
6346,20051124,3
6347,20051126,2
6348,20051127,1
6349,20051129,4
6350,20051201,2
6351,20051202,5
6352,20051203,1
6353,20051204,2
6354,20051205,3
6355,20051206,8
6356,20051207,2
6357,20051208,3
6358,20051209,7
6359,20051210,2
6360,20051211,1
6361,20051212,5
6362,20051213,3
6363,20051214,6
6364,20051215,3
6365,20051216,3
6366,20051217,4
6367,20051218,6
6368,20051219,3
6369,20051220,3
6370,20051221,6
6371,20051222,6
6372,20051223,4
6373,20051224,3
6374,20051225,4
6375,20051226,4
6376,20051227,2
6377,20051228,3
6378,20051229,4
6379,20051230,5
6380,20051231,2
6381,20150101,49
6382,20150102,32
6383,20150103,45
6384,20150104,48
6385,20150105,43
6386,20150106,31
6387,20150107,58
6388,20150108,61
6389,20150109,40
6390,20150110,65
6391,20150111,43
6392,20150112,53
6393,20150113,59
6394,20150114,44
6395,20150115,63
6396,20150116,45
6397,20150117,39
6398,20150118,45
6399,20150119,50
6400,20150120,65
6401,20150121,39
6402,20150122,42
6403,20150123,32
6404,20150124,51
6405,20150125,64
6406,20150126,63
6407,20150127,55
6408,20150128,44
6409,20150129,49
6410,20150130,72
6411,20150131,46
6412,20150201,52
6413,20150202,39
6414,20150203,62
6415,20150204,50
6416,20150205,40
6417,20150206,43
6418,20150207,41
6419,20150208,48
6420,20150209,64
6421,20150210,58
6422,20150211,50
6423,20150212,72
6424,20150213,44
6425,20150214,49
6426,20150215,66
6427,20150216,45
6428,20150217,50
6429,20150218,34
6430,20150219,41
6431,20150220,32
6432,20150221,37
6433,20150222,40
6434,20150223,32
6435,20150224,48
6436,20150225,39
6437,20150226,40
6438,20150227,33
6439,20150228,47
6440,20150301,31
6441,20150302,49
6442,20150303,46
6443,20150304,29
6444,20150305,41
6445,20150306,29
6446,20150307,44
6447,20150308,43
6448,20150309,41
6449,20150310,61
6450,20150311,45
6451,20150312,32
6452,20150313,23
6453,20150314,24
6454,20150315,42
6455,20150316,33
6456,20150317,30
6457,20150318,31
6458,20150319,39
6459,20150320,37
6460,20150321,38
6461,20150322,41
6462,20150323,47
6463,20150324,53
6464,20150325,40
6465,20150326,32
6466,20150327,23
6467,20150328,32
6468,20150329,34
6469,20150330,51
6470,20150331,37
6471,20150401,40
6472,20150402,55
6473,20150403,39
6474,20150404,37
6475,20150405,46
6476,20150406,49
6477,20150407,29
6478,20150408,27
6479,20150409,22
6480,20150410,39
6481,20150411,37
6482,20150412,39
6483,20150413,64
6484,20150414,39
6485,20150415,47
6486,20150416,42
6487,20150417,45
6488,20150418,37
6489,20150419,32
6490,20150420,34
6491,20150421,54
6492,20150422,35
6493,20150423,30
6494,20150424,67
6495,20150425,49
6496,20150426,67
6497,20150427,54
6498,20150428,34
6499,20150429,41
6500,20150430,50
6501,20150501,32
6502,20150502,32
6503,20150503,61
6504,20150504,51
6505,20150505,43
6506,20150506,39
6507,20150507,35
6508,20150508,35
6509,20150509,35
6510,20150510,45
6511,20150511,33
6512,20150512,47
6513,20150513,43
6514,20150514,54
6515,20150515,37
6516,20150516,41
6517,20150517,34
6518,20150518,41
6519,20150519,41
6520,20150520,44
6521,20150521,41
6522,20150522,41
6523,20150523,41
6524,20150524,49
6525,20150525,52
6526,20150526,47
6527,20150527,26
6528,20150528,38
6529,20150529,56
6530,20150530,60
6531,20150531,40
6532,20150601,34
6533,20150602,29
6534,20150603,48
6535,20150604,34
6536,20150605,25
6537,20150606,54
6538,20150607,49
6539,20150608,27
6540,20150609,42
6541,20150610,36
6542,20150611,40
6543,20150612,31
6544,20150613,39
6545,20150614,29
6546,20150615,56
6547,20150616,55
6548,20150617,60
6549,20150618,30
6550,20150619,27
6551,20150620,25
6552,20150621,40
6553,20150622,43
6554,20150623,42
6555,20150624,31
6556,20150625,34
6557,20150626,47
6558,20150627,22
6559,20150628,41
6560,20150629,42
6561,20150630,53
6562,20150701,42
6563,20150702,59
6564,20150703,36
6565,20150704,55
6566,20150705,48
6567,20150706,45
6568,20150707,45
6569,20150708,26
6570,20150709,37
6571,20150710,47
6572,20150711,41
6573,20150712,48
6574,20150713,46
6575,20150714,45
6576,20150715,37
6577,20150716,38
6578,20150717,36
6579,20150718,19
6580,20150719,34
6581,20150720,45
6582,20150721,51
6583,20150722,42
6584,20150723,35
6585,20150724,30
6586,20150725,55
6587,20150726,35
6588,20150727,57
6589,20150728,29
6590,20150729,35
6591,20150730,26
6592,20150731,41
6593,20150801,38
6594,20150802,39
6595,20150803,51
6596,20150804,45
6597,20150805,42
6598,20150806,34
6599,20150807,38
6600,20150808,44
6601,20150809,32
6602,20150810,52
6603,20150811,40
6604,20150812,48
6605,20150813,41
6606,20150814,38
6607,20150815,42
6608,20150816,37
6609,20150817,39
6610,20150818,33
6611,20150819,38
6612,20150820,30
6613,20150821,46
6614,20150822,46
6615,20150823,58
6616,20150824,34
6617,20150825,56
6618,20150826,51
6619,20150827,41
6620,20150828,32
6621,20150829,34
6622,20150830,46
6623,20150831,48
6624,20150901,34
6625,20150902,36
6626,20150903,32
6627,20150904,37
6628,20150905,44
6629,20150906,25
6630,20150907,47
6631,20150908,41
6632,20150909,60
6633,20150910,30
6634,20150911,41
6635,20150912,29
6636,20150913,35
6637,20150914,57
6638,20150915,38
6639,20150916,39
6640,20150917,36
6641,20150918,42
6642,20150919,39
6643,20150920,48
6644,20150921,38
6645,20150922,31
6646,20150923,39
6647,20150924,29
6648,20150925,12
6649,20150926,29
6650,20150927,32
6651,20150928,30
6652,20150929,36
6653,20150930,42
6654,20151001,36
6655,20151002,25
6656,20151003,45
6657,20151004,46
6658,20151005,35
6659,20151006,31
6660,20151007,53
6661,20151008,42
6662,20151009,43
6663,20151010,43
6664,20151011,26
6665,20151012,55
6666,20151013,47
6667,20151014,29
6668,20151015,47
6669,20151016,45
6670,20151017,48
6671,20151018,42
6672,20151019,40
6673,20151020,41
6674,20151021,37
6675,20151022,23
6676,20151023,44
6677,20151024,34
6678,20151025,36
6679,20151026,42
6680,20151027,44
6681,20151028,42
6682,20151029,55
6683,20151030,41
6684,20151031,52
6685,20151101,41
6686,20151102,36
6687,20151103,30
6688,20151104,31
6689,20151105,37
6690,20151106,37
6691,20151107,25
6692,20151108,43
6693,20151109,44
6694,20151110,45
6695,20151111,40
6696,20151112,32
6697,20151113,55
6698,20151114,47
6699,20151115,42
6700,20151116,25
6701,20151117,41
6702,20151118,44
6703,20151119,37
6704,20151120,39
6705,20151121,46
6706,20151122,36
6707,20151123,59
6708,20151124,49
6709,20151125,21
6710,20151126,31
6711,20151127,36
6712,20151128,41
6713,20151129,33
6714,20151130,44
6715,20020101,14
6716,20020102,11
6717,20020103,7
6718,20020104,3
6719,20020105,6
6720,20020106,3
6721,20020107,1
6722,20020108,1
6723,20020109,2
6724,20020111,1
6725,20020112,5
6726,20020114,1
6727,20020115,7
6728,20020116,9
6729,20020117,8
6730,20020118,10
6731,20020119,5
6732,20020120,4
6733,20020121,2
6734,20020122,4
6735,20020123,3
6736,20020124,2
6737,20020125,4
6738,20020126,5
6739,20020127,2
6740,20020128,5
6741,20151201,35
6742,20020130,6
6743,20020131,5
6744,20151202,33
6745,20151203,37
6746,20151204,37
6747,20151205,28
6748,20151206,25
6749,20151207,26
6750,20151208,29
6751,20151209,33
6752,20151210,40
6753,20151211,35
6754,20151212,29
6755,20151213,41
6756,20151214,26
6757,20151215,50
6758,20151216,38
6759,20151217,45
6760,20151218,27
6761,20151219,29
6762,20151220,35
6763,20151221,38
6764,20151222,40
6765,20151223,36
6766,20151224,43
6767,20151225,38
6768,20151226,28
6769,20151227,53
6770,20151228,43
6771,20151229,38
6772,20151230,27
6773,20151231,32
6774,20020201,9
6775,20020202,6
6776,20020203,8
6777,20020204,11
6778,20020205,8
6779,20020206,8
6780,20020207,6
6781,20020208,8
6782,20020209,4
6783,20020210,5
6784,20020211,10
6785,20020212,4
6786,20020213,7
6787,20020214,5
6788,20020215,3
6789,20020216,4
6790,20020217,3
6791,20020218,3
6792,20020219,4
6793,20020220,3
6794,20020221,2
6795,20020222,4
6796,20020223,4
6797,20020224,1
6798,20020225,3
6799,20020226,1
6800,20020227,2
6801,20020228,4
6802,20020241,4
6803,20020251,2
6804,20020300,1
6805,20020301,2
6806,20020302,1
6807,20020303,3
6808,20020304,4
6809,20020305,6
6810,20020307,2
6811,20020308,1
6812,20020309,3
6813,20020312,5
6814,20020314,1
6815,20020315,3
6816,20020316,1
6817,20020317,3
6818,20020318,3
6819,20020319,4
6820,20020320,4
6821,20020321,3
6822,20020322,4
6823,20020323,3
6824,20020324,5
6825,20020325,3
6826,20020326,2
6827,20020327,3
6828,20020328,2
6829,20020329,5
6830,20020330,4
6831,20020331,2
6832,20020401,14
6833,20020402,5
6834,20020403,4
6835,20020404,3
6836,20020405,1
6837,20020407,2
6838,20020408,2
6839,20020409,5
6840,20020411,5
6841,20020412,7
6842,20020413,5
6843,20020414,2
6844,20020415,3
6845,20020416,7
6846,20020417,1
6847,20020418,4
6848,20020419,5
6849,20020421,4
6850,20020422,5
6851,20020423,2
6852,20020424,4
6853,20020425,5
6854,20020426,2
6855,20020427,2
6856,20020428,5
6857,20020430,1
6858,20020500,3
6859,20020501,14
6860,20020502,8
6861,20020503,15
6862,20020504,11
6863,20020505,7
6864,20020506,7
6865,20020507,11
6866,20020508,12
6867,20020509,6
6868,20020510,6
6869,20020511,6
6870,20020512,6
6871,20020513,9
6872,20020514,4
6873,20020515,4
6874,20020516,3
6875,20020517,3
6876,20020518,3
6877,20020519,4
6878,20020520,6
6879,20020521,2
6880,20020522,3
6881,20020523,6
6882,20020524,4
6883,20020525,3
6884,20020527,4
6885,20020528,5
6886,20020529,8
6887,20020530,1
6888,20020531,1
6889,20020601,3
6890,20020602,2
6891,20020603,5
6892,20020604,4
6893,20020605,3
6894,20020606,7
6895,20020607,4
6896,20020608,3
6897,20020609,4
6898,20020610,2
6899,20020611,4
6900,20020612,2
6901,20020613,2
6902,20020614,7
6903,20020615,5
6904,20020617,9
6905,20020618,1
6906,20020619,2
6907,20020620,6
6908,20020621,6
6909,20020622,3
6910,20020623,4
6911,20020624,8
6912,20020626,1
6913,20020627,8
6914,20020628,1
6915,20020629,1
6916,20020630,1
6917,20020701,6
6918,20020702,1
6919,20020703,2
6920,20020704,3
6921,20020705,7
6922,20020706,4
6923,20020708,4
6924,20020709,3
6925,20020710,5
6926,20020711,2
6927,20020712,8
6928,20020713,5
6929,20020714,2
6930,20020716,2
6931,20020717,7
6932,20020718,3
6933,20020719,1
6934,20020720,2
6935,20020721,2
6936,20020722,2
6937,20020723,3
6938,20020724,2
6939,20020725,2
6940,20020726,2
6941,20020727,2
6942,20020728,2
6943,20020729,1
6944,20020730,5
6945,20020731,3
6946,20020800,2
6947,20020801,10
6948,20020802,5
6949,20020803,2
6950,20020804,13
6951,20020805,5
6952,20020806,7
6953,20020807,5
6954,20020808,5
6955,20020809,6
6956,20020810,1
6957,20020811,9
6958,20020812,5
6959,20020813,7
6960,20020814,2
6961,20020815,5
6962,20020816,4
6963,20020817,1
6964,20020818,2
6965,20020820,5
6966,20020821,3
6967,20020822,2
6968,20020823,2
6969,20020825,4
6970,20020826,8
6971,20020827,3
6972,20020828,4
6973,20020829,8
6974,20020830,5
6975,20020831,3
6976,20020901,5
6977,20020902,4
6978,20020903,1
6979,20020905,8
6980,20020906,3
6981,20020907,1
6982,20020908,2
6983,20020909,2
6984,20020911,3
6985,20020912,1
6986,20020913,1
6987,20020914,2
6988,20020915,8
6989,20020916,3
6990,20020917,2
6991,20020918,3
6992,20020919,6
6993,20020920,1
6994,20020921,2
6995,20020922,2
6996,20020923,1
6997,20020924,3
6998,20020925,2
6999,20020926,2
7000,20020928,3
7001,20020929,4
7002,20021000,14
7003,20021001,4
7004,20021002,4
7005,20021003,4
7006,20021004,2
7007,20021006,1
7008,20021007,2
7009,20021008,6
7010,20021009,2
7011,20021010,2
7012,20021011,3
7013,20021012,7
7014,20021013,2
7015,20021014,1
7016,20021015,1
7017,20021016,4
7018,20021017,3
7019,20021018,3
7020,20021019,1
7021,20021020,2
7022,20021021,3
7023,20021022,2
7024,20021023,5
7025,20021024,2
7026,20021025,1
7027,20021026,1
7028,20021027,3
7029,20021028,1
7030,20021029,3
7031,20021030,5
7032,20021101,2
7033,20021102,4
7034,20021103,8
7035,20021104,8
7036,20021105,1
7037,20021106,1
7038,20021108,2
7039,20021109,4
7040,20021110,1
7041,20021111,3
7042,20021112,5
7043,20021113,4
7044,20021114,4
7045,20021115,3
7046,20021116,1
7047,20021117,3
7048,20021118,3
7049,20021119,3
7050,20021120,5
7051,20021121,8
7052,20021122,2
7053,20021123,5
7054,20021124,1
7055,20021125,5
7056,20021126,6
7057,20021127,3
7058,20021128,8
7059,20021130,1
7060,20021201,2
7061,20021202,3
7062,20021203,2
7063,20021204,3
7064,20021205,3
7065,20021207,4
7066,20021208,2
7067,20021209,2
7068,20021211,1
7069,20021212,4
7070,20021213,8
7071,20021214,1
7072,20021216,4
7073,20021217,2
7074,20021218,5
7075,20021219,3
7076,20021220,1
7077,20021221,1
7078,20021223,1
7079,20021224,1
7080,20021225,1
7081,20021226,1
7082,20021227,3
7083,20021228,1
7084,20021230,1
